id,label,name,new_name,phone,dist,address,descriptions,products,process,node_type,group,group_name,prod,Keyword
549,한양조명(2F),한양조명(2F),,2267-5016,중구,청계천로 180-2,"주택인테리어, LED조명","LED,LED조명",인테리어시공,상점,,NA,NA,NA
550,한양타일도기상사,한양타일도기상사,,2266-9222,중구,을지로 139,"수입타일전문, 욕실수리전문","타일,수입타일",랍빠,상점,,NA,NA,NA
551,한영공구열쇠,한영공구열쇠,동남특수인쇄,2265-2495,종로구,청계천로 179,"각종공구, 열쇠기계, 보조키, 열쇠재료","열쇠,보조키,각종공구",,상점,,NA,NA,NA
552,한영넉스,한영넉스,한진제어기,2275-8636,종로구,돈화문로2길 24,한진제어기,제어기,,상점,,NA,NA,NA
553,한일가전,한일가전,,2272-1290,종로구,창경궁로 79,"선풍기, 환풍기",선풍기,,상점,,NA,NA,NA
554,한진전기,한진전기,,"2275-8224, 2267-2556",종로구,종로30길 33,"트랜스, AVR",트랜스,,상점,,NA,NA,NA
555,해오름SIGN상미,해오름SIGN상미,해오름사인,"010-3113-6990, 010-3787-2040",중구,창경궁로 53,"회사내부사인, 인포메이션간판, 안내판, 주물간판, 전시장내부사인, 문자스카시, LED간판",간판,스카시,상점,,NA,NA,NA
556,햇빛조명,햇빛조명,,2274-9897,중구,창경궁로7길 9,"무대조명, 특수조명, 케이스 주문제작","조명,특수조명,케이스",,상점,,NA,NA,NA
557,현대LED,현대LED,,2272-9062,종로구,창경궁로12길 36,"LED투광등, LED램프, 전구, 소화기, 전선, 비상구, 조명, 트랜스, 환풍기","LED,LED조명,전구,전선,조명,변압기(트랜스)",,상점,,NA,NA,NA
558,현대종합볼트백화점,현대종합볼트백화점,폐업,"2265-2310, 010-5287-8494",,,볼트 주문 제작 전문,볼트,,상점,,NA,NA,NA
559,현대칠공사,현대칠공사,,"2267-8678, 010-6314-8678",중구,창경궁로5다길 8,"무대조명, 특수조명, 케이스 주문제작","조명,특수조명,케이스",,상점,,NA,NA,NA
560,현대특수조명,현대특수조명,,2269-6891,중구,청계천로 180,"오스람대리점, OSRAM","조명,특수조명",아르곤 용접,상점,,NA,NA,NA
561,현주세라믹,현주세라믹,,2265-9197,중구,을지로 145 ,"도기, 타일","도기,타일","빠우,샌딩",상점,,NA,NA,NA
562,현지빠우,현지빠우,,"2279-2947,010-3777-8839",종로구,수표로18길 21-6,연마,금속제작물,연마,상점,,NA,NA,NA
563,형제철물,형제철물,,"2267-5843, 274-5222",중구,을지로 133-2,철물,철물,"선반밀링,아르곤 용접",상점,,NA,NA,NA
564,형제컴퓨터조각,형제컴퓨터조각,폐업,"2277-7640, 7643",종로구,종로20길 15-5,"각종 기념품, 쟐프, 안찌, 금형, 쥬얼리, CNC 조각 작품",,"CNC,조각",상점,,NA,NA,NA
565,호암미싱,호암미싱,,2272-5660,중구,창경궁로5가길 9-1,특수미싱 부속,미싱부속,,상점,,NA,NA,NA
566,화목미싱백화점,화목미싱백화점,,2285-2369,중구,창경궁로 61,"컴퓨터자수, 명찰, 미싱전문, 부속 일절 수입품 취급전문","미싱,미싱부속,전선",자수,상점,,NA,NA,NA
567,화성전기조명,화성전기조명,,2277-8004,중구,창경궁로5가길 25,"특수전기자재, 전선, 소방자재, LED조명, 전구","전기자재,전선,소방자재,LED,LED조명,전구",,상점,,NA,NA,NA
568,화신금속,화신금속,,"2275-9762, 010-5351-4244",중구,을지로15길 22-4,"아이디어 상품제작, 금속인테리어 응용제작, 각종기계제작, 특수주물제작, 철구조물, 작품제작, 알곤용접, 인테리어 부품 가공, 행거주문제작, 선반가공","철구조물,행거,인테리어부품","선반가공,주물,아르곤 용접",상점,,NA,NA,NA
569,효성모타,효성모타,건우전기,"2263-0556, 010-3702-6696",종로구,청계천로 164,"감속모타, 기어드모타, 모타부품일체","모터,감속모터,기어드모터,모터부품(모타펌프)",스카시,상점,,NA,NA,NA
570,효성타일도기,효성타일도기,,2274-3262,중구,을지로 169,"타일, 도기","타일,도기",,상점,,NA,NA,NA
571,휴먼앤메탈,휴먼앤메탈,,717-5177,,,벨트차단봉 제작판매,벨트차단봉,"빠우,샌딩",상점,,NA,NA,NA
572,흥덕공예사,흥덕공예사,,010-2447-5445,중구,창경궁로5나길 17,"다이아커팅, 단조, 타발, 금형, 코인전문",금속제작물,"금형,단조,금형,절단",상점,,NA,NA,NA
573,흥일특수펌프,흥일특수펌프,,"2268-9666, 2271-3013",중구,청계천로 170,"효성모타펌프, DC연료펌프, 진공펌프, 기어펌프, 브로아, 펌프제작 수리전문, 특수펌프 제작 수리","펌프,기어펌프(기아펌프),진공펌프,특수펌프",,상점,,NA,NA,NA
574,흥전사,흥전사,,2274-7426,중구,을지로17길 18,"초절전형광램프, 삼파장장미전구, 전자안정기, 각종등기구류","전구,삼파장전구,안정기",,상점,,NA,NA,NA
575,희성산업(주),희성산업(주),,2274-7382,중구,을지로 141 ,"마루, 특수바닥재 전문점",마루바닥재,,상점,,NA,NA,NA
576,히타종합백화점,히타종합백화점,,2277-7222,종로구,청계천로 153,"파이프, 카트리지, 에어, 할로겐, 석영관, 적외선, PTC, 열풍기, 세라믹 히타 등 각종 히타 주문제작 전문. 온도 조절기, 온도 센서, 전열 자재 취급","파이프,석영관,히터","아르곤 용접,선반밀링",상점,,NA,NA,NA
577,세화철물,세화철물,,2267-6875,중구,청계천로 182,"목공구 전문점, 조각도, 목공기리일체",목공구,,상점,,NA,NA,NA
578,대진상사,대진상사,,2272-9460,중구,청계천로 182,각종공구전문,각종공구,,상점,,NA,NA,NA
579,공구바다,공구바다,,2272-9460,중구,청계천로 180-2,공구의 모든것,각종공구,,상점,,NA,NA,NA
580,단비아크릴,단비아크릴,,2268-8627,중구,창경궁로 65-2,"아크릴가공, 포멕스, 실크인쇄, 특수가공, CNC가공, 레이져가공, 아크릴루바","아크릴,루버(루바)","CNC,레이저가공",상점,,NA,NA,NA
581,갤러리조명,갤러리조명,,2268-5230,중구,창경궁로 65-3,"주택조명, 인테리어 조명, 공장직영","조명,주택조명,인테리어조명",,상점,,NA,NA,NA
582,한일전기,한일전기,,"2279-1044, 2269-1046",중구,창경궁로 65,"환풍기, 선풍기, 자동펌프 메이커","선풍기,펌프",,상점,,NA,NA,NA
583,을지미싱,을지미싱,,"2272-0475, 011-229-8970",중구,창경궁로 63-2,"봉제기기 종합상사, 가정용, 공업용, 특수미싱, 매매수리",미싱,,상점,,NA,NA,NA
584,일신미싱,일신미싱,,2264-9783,중구,창경궁로 63-2,"가정용, 공업용 미싱부속",미싱부속,,상점,,NA,NA,NA
585,대웅금고,대웅금고,,"2273-5311~2, 2273-7489",중구,창경궁로 63,"KUMAHIRA, (주)디프로매트금고, EIKO",금고,,상점,,NA,NA,NA
586,현주LED,현주LED,,2266-6456~7,중구,창경궁로 61,"LED BAR, LED MODULE, LED PANORAMA, LED경관조명, LED 인테리어 조명, SNOW-FALL, SMPS&ADAPTER, CONTROLLER&조광기, PCB회로 설계, 학생작품","LED,LED조명,LED모듈(LEDMODULE),LED파노라마(LEDPANORMA),LED바,PCB",,상점,,NA,NA,NA
588,금천미싱,금천미싱,,"2279-7021, 2267-7220",중구,창경궁로 57,가정용 라이온미싱,미싱,,상점,,NA,NA,NA
589,동진미싱,동진미싱,,"2265-0569, 2265-1583",중구,창경궁로 57,가정용 미싱,미싱,,상점,,NA,NA,NA
590,건우미싱,건우미싱,,2275-4069. 010-5496-4069,중구,창경궁로 55-2,"미싱, 손랍빠",미싱,랍빠,상점,,NA,NA,NA
591,서한상사,서한상사,,2268-6164,중구,창경궁로 55-1,"인테리어필름, 윈도우시트, PVC연질 경질, PC PET, 매트제작, 카페트, 인조잔디, 데코타일, 강화마루, 온돌마루, 도배, 장판, 바닥재","강화마루,바닥재,마루바닥재,타일,인조잔디",,상점,,NA,NA,NA
592,중앙스크린,중앙스크린,,2285-5466,,,"실크인쇄, 실사, 현수막",현수막,인쇄,상점,,NA,NA,NA
593,예술조명,예술조명,,2273-5317~8,중구,창경궁로 55,조명,조명,,상점,,NA,NA,NA
594,백광전업사,백광전업사,폐업,2265-3564,,,"전기, 조명, 전기공사 상담",조명,,상점,,NA,NA,NA
595,대륙강선,대륙강선,,"267-7613, 273-2614",중구,창경궁로 53,"경강선, 스텐선, SM-5M","경강선,스테인리스선(스텐선),SM-5M",,상점,,NA,NA,NA
596,무지개안료,무지개안료,,2272-0965,중구,창경궁로 53,"에폭시, 실리콘, 빤짝이, 진주박, 동양화분채안료, 네일아트재료, 청동부식, 철부식","에폭시,실리콘",부식,상점,,NA,NA,NA
597,국제철물,국제철물,,"2274-8070, 2263-6035",중구,을지로 177-1,"건축철물, 가구장식",철물,,상점,,NA,NA,NA
598,태흥상사,태흥상사,,"2267-8062, 2267-6966",중구,을지로 177-1,"FRP, 마블자재",FRP,,상점,,NA,NA,NA
599,대원세라믹,대원세라믹,,2265-0689,중구,을지로 177-1,"위생도기, 타일, 수전금구","도기,타일,수전금구",,상점,,NA,NA,NA
600,남도상사,남도상사,,2274-6811~2,중구,을지로 177,"현대시트, 안전필름, 당녈필름, 윈도우필름, 화이트보드, 데코타일, 선팅지, PVC","윈도우필름,안전필름,타일,PVC",,상점,,NA,NA,NA
601,동명앵글,동명앵글,,"2267-2009, 2265-1235",중구,을지로 175,앵글 제작,앵글,,상점,,NA,NA,NA
602,시대안료,시대안료,,"2267-8385, 2267-8388, 2266-1751",중구,을지로 175,각종 수입안료,미술재료,,상점,,NA,NA,NA
603,중앙금고,중앙금고,,"2267-6234, 2278-3630",중구,을지로 175,금고,금고,,상점,,NA,NA,NA
604,대진철망,대진철망,,"2273-4288, 2273-5626",중구,을지로 175,철망,철망,,상점,,NA,NA,NA
605,제일철물,제일철물,,"2265-2724, 2279-2724",중구,을지로 175,"철물, 실크인쇄",철물,인쇄,상점,,NA,NA,NA
606,대일상사,대일상사,,"2274-0788, 2267-3528",중구,을지로 173,"도기, 타일","도기,타일",,상점,,NA,NA,NA
607,우정철물,우정철물,,2285-6002~3,중구,을지로 171,"인테리어철물, 행거제작전문, 단조철물제작","철물,행거",단조,상점,,NA,NA,NA
608,유신철물,유신철물,,"2278-6863, 2267-7844",중구,을지로 169,"손잡이, 디지털도어락, 고급인테리어장식","손잡이,인테리어집기,도어락",,상점,,NA,NA,NA
609,광일금속,광일금속,,"2279-1761, 2278-5667",중구,을지로 165,"알미니늄, 시보리판, 압출제품, 테프판 전문","알루미늄,시보리",,상점,,NA,NA,NA
610,희성산업개발(주),희성산업개발(주),,2273-2220,중구,을지로 165-1,"인조잔디, 방음, 흡음자재, 무대바닥, 포멕스 ,데코타일, 카페트","인조잔디,타일,바닥재,포맥스",,상점,,NA,NA,NA
611,효성알미늄,효성알미늄,,272-3721,중구,을지로 163,"칼라샷시, 사다리, 입출제품일체",새시(샷시),,상점,,NA,NA,NA
612,메가룩스,메가룩스,,2265-6911,중구,을지로 161,각종 조명 및 자재,"조명,조명부품",,상점,,NA,NA,NA
613,리얼스톤,리얼스톤,,2268-4618,중구,을지로 159-2,"대리석, 화강석, 현무암, 라임스톤, 트라버틴, 슬레이드, 샌드스톤","화강석,라임스톤,트래버틴(트라버틴),슬레이트석(슬레이드),샌드스톤",,상점,,NA,NA,NA
614,미소조명,미소조명,,"2277-6160, 2273-6160",중구,을지로 159-1,공장직영 도/소매 주문제작,조명,,상점,,NA,NA,NA
615,철호디스플레이,철호디스플레이,,2279-6471~2,중구,을지로 159,"스페이스철, 진열대 및 쇼케이스 제작, 판매도매, 금속인테리어 제작(행거, 각종집기), 앵글선반","쇼케이스,행거,인테리어집기",,상점,,NA,NA,NA
616,모던라이팅,모던라이팅,,2272-9986,중구,을지로 159,,조명,,상점,,NA,NA,NA
617,이화스텐,이화스텐,,2274-3494,중구,을지로19길 10,"파이프, 앵글,환붕, 평철, 특수강종 전문","파이프,앵글,환봉",,상점,,NA,NA,NA
618,유월조각,유월조각,,2263-5384,중구,을지로19길 14,"은수저금형전문, 뺏지, 금박, 메달, 입체, 평면조각",배지,"금형,금박",상점,,NA,NA,NA
619,삼화정밀,삼화정밀,,2267-0397,,,"선반, 밀링, 기계제작",금속제작물,선반밀링,상점,,NA,NA,NA
620,삼덕공업사,삼덕공업사,,"2272-9842, 010-2714-2447",,,"선반, 밀링가공, 기계설계제작, CNC가공, 용접, 학생작품","금속제작물,작품상담","선반밀링,CNC,용접",상점,,NA,NA,NA
621,대현정공,대현정공,,"2273-2168, 2268-0813",중구,을지로19길 16,"타임벨트기어, 스크류 가공, 기계제작, 정밀가공, 정밀기어, 학생작품가공, CNC가공","타임벨트기어,기어",CNC,상점,,NA,NA,NA
622,선진기어,선진기어,,"2275-2207, 011-751-2207",중구,을지로19길 16,"TIMING PULLEY 전문가공, 각종기어, 정밀가공","타이밍풀리,기어",,상점,,NA,NA,NA
623,대흥파이프,대흥파이프,,2275-5518,중구,을지로19길 16,"기계공업용, 고압 파이프, 자동톱절단, 인발규격가공, 자동차 절단",고압파이프,절단,상점,,NA,NA,NA
624,한진산업,한진산업,,2264-0660,중구,을지로19길 18,"CNC선반, 밀링, 인테리어 부품, 학생작품, A/L가공",알루미늄,"CNC,선반밀링",상점,,NA,NA,NA
625,유한철재,유한철재,,2267-8563,중구,을지로19길 18,"SS41C, SS45C. 공업용 철재",철물,,상점,,NA,NA,NA
626,대흥정밀,대흥정밀,,2269-7084,중구,을지로19길 20,"선반, 밀링, 쎄파, 기어, 기계 제작수리",기어,선반밀링,상점,,NA,NA,NA
628,대원정밀,대원정밀,,"2266-6033, 010-8710-6033",중구,을지로17길 6-1,"쎄이퍼, 밀링, 선반, 부품 가공일절, 기계제작",금속제작물,선반밀링,상점,,NA,NA,NA
629,대림정밀,대림정밀,,2272-3409,중구,을지로19길 24,"선반, 밀링, 슬로터 가공, 각종 GEAR 판매",기어,선반밀링,상점,,NA,NA,NA
630,으뜸공업사,으뜸공업사,,"2267-2432, 010-9688-5001",중구,을지로19길 24,"시보리, 프레스가공, 조명부품, 학생작품, 샘플제작, 각종밴딩, 인테리어가공, 금형제작, 알곤용접, 선반가공, CNC 밀링가공","시보리,조명부품","아르곤용접,CNC,금형,프레스",상점,,NA,NA,NA
631,대복상사,대복상사,,"2267-6414, 011-9724-6414",중구,을지로19길 24,"루즈브로와, 진공펌프, 기아펌프, 특수펌프, 각종 펌프 수리제작","진공펌프,기어펌프(기아펌프),특수펌프,펌프",,상점,,NA,NA,NA
632,대흥공업사,대흥공업사,,"2272-1640, 010-6740-1640",중구,을지로19길 20,"선반가공, 밀링가공, 기계제작, 다이제작, 알곤용접, 행거제작, 쎄파, 기어","행거,기어","선반밀링,아르곤 용접",상점,,NA,NA,NA
633,형제정밀,형제정밀,,"2268-0281, 010-9383-0281",중구,을지로19길 28,"선반, 밀링가공, 학생작품, 기계제작","금속제작물,작품상담",선반밀링,상점,,NA,NA,NA
634,메탈101,메탈101,,010-4200-6197,중구,을지로19길 28,"알곤용접, 금속가구, 행거, 집기, 인테리어소품, 학생작품, 테이블, 주문제작, 현장시공","행거,인테리어집기,인테리어제품",아르곤 용접,상점,,NA,NA,NA
635,대신기공사,대신기공사,,2272-7949,중구,을지로19길 28,"기어제작판매, 웜기어, 타임기어, 베벨기어, 소형기어","기어,베벨기어,웜기어,타임기어,소형기어",,상점,,NA,NA,NA
636,이화상사,이화상사,,2267-7736,중구,을지로19길 28,연마봉 S45C 각종공업용 철재도산매,"연마봉,S45C봉",,상점,,NA,NA,NA
637,동아기공사,동아기공사,,2273-4310,중구,을지로19길 28,"기성품기어, 각종기어제작판매, 타임기어","기성품기어,타임기어,기어",,상점,,NA,NA,NA
638,태양공사,태양공사,,"267-5610, 272-6324",중구,을지로19길 30,"뿌리, 청동, 인청동, 메다루, 베아링케스, 핸들","베어링,청동",,상점,,NA,NA,NA
639,성진공업사,성진공업사,,2273-3654,중구,을지로19길 30,"특수기어제작, 악세사리용기계제작, 기성품기어, 기어제작, 선반, 밀링, 용접, 베벨기어, 웜기어, 랙크기어, 라젯트기어","베벨기어,웜기어,기어",선반밀링,상점,,NA,NA,NA
640,청계정밀,청계정밀,,"2269-0506, 011-9906-7018",중구,을지로19길 32,"특수 기어제작, 선반, 밀링 가공, 기계제작",기어,선반밀링,상점,,NA,NA,NA
641,서울공업사,서울공업사,,"2272-1789, 010-9681-1789",중구,을지로19길 34-2,"선반, 로라가공, 기계제작, 스로다, 밀링",금속제작물,선반밀링,상점,,NA,NA,NA
642,신강상회,신강상회,,2267-8958,중구,을지로19길 34,"청동압출봉, 황동, 인청동","청동압출봉,황동",,상점,,NA,NA,NA
643,제일공업사,제일공업사,,"2268-2861, 010-2246-4305",중구,을지로19길 14,"알곤, 전기, 구조물 제작, 프라즈마 절단, 학생작품","금속제작물,작품상담","절단,아르곤 용접",상점,,NA,NA,NA
644,태연정밀,태연정밀,,"2273-2711, 010-8325-1695",중구,을지로19길 36,"CNC 밀링 선반 가공, 기계제작, 선반, 밀링, 가공",금속제작물,"CNC,선반밀링",상점,,NA,NA,NA
645,세아공업사,세아공업사,,"2263-1198, 010-5325-1969",중구,을지로19길 36,"선반, 밀링, 가공, 기계제작, 펌프수리",펌프,선반밀링,상점,,NA,NA,NA
646,우성펌프,우성펌프,,011-266-7528,중구,청계천로 162,"기아펌프, 특수펌프","기어펌프(기아펌프),특수펌프",,상점,,NA,NA,NA
647,영진금속,영진금속,,2267-0267~8980,중구,을지로19길 38,"동판, 황동판, 인청동, 동파이프","황동,파이프",,상점,,NA,NA,NA
648,유월정밀,유월정밀,,2267-1772,중구,창경궁로5길 37,"프레스 가공, 금형제작, 각종 기계 제작, 용접 선반밀링",금속제작물,"프레스,선반밀링,금형,프레스",상점,,NA,NA,NA
649,두진철강,두진철강,,"2273-9288, 2273-9287",중구,창경궁로5길 35,"절단, 절곡, V컷, 냉/열연철판류, 로라벤딩, 각종 철재일절",금속제작물,"절단,절곡",상점,,NA,NA,NA
650,우영공업사,우영공업사,,272-5972,중구,창경궁로5길 33,"선반, 밀링, 각종 기계제작, 아르곤 용접, 스텐, 신주, 철, 구조물 제작","신주,철구조물","선반밀링,아르곤 용접",상점,,NA,NA,NA
651,평강절단,평강절단,,2268-8442,중구,창경궁로5길 31,철판 스텐 철망,철망,,상점,,NA,NA,NA
653,성문스텐,성문스텐,,2267-0586~7,중구,을지로 167-6,"스텐, 파이프","파이프,스테인리스",,상점,,NA,NA,NA
654,성문유리,성문유리,,"269-9770, 267-9487",중구,창경궁로5길 18,"각면가공, 거울유리시공전문, 강화도어제작시공, 엣칭유리, 페어유리, 베벨그라스, 건축유리, 강화유리","유리,강화유리,유리제품",,상점,,NA,NA,NA
656,문아크릴,문아크릴,,2276-0906,중구,창경궁로5길 13,"레이저커팅, 포맥스가공, 아크릴 박스. 아크릴 성형, 실사출력가공","포맥스,아크릴박스","출력,절단",상점,,NA,NA,NA
657,석영공업,석영공업,,2279-4383,중구,을지로19길 6,특수가공,금속제작물,,상점,,NA,NA,NA
658,동일조각,동일조각,,,중구,창경궁로5길 9,"정밀기계, 뺏지, 메달, 입체조각, 철인, 금박, 각종공이, 손조각 전문","배지,메달","금박,조각",상점,,NA,NA,NA
660,한진정밀,한진정밀,,"2267-3004, 2276-1191~2",중구,창경궁로5길 12,"CNC선반, 자동선반, 선반 밀링, 로구로, 벤치레스, 인테리어","금속제작물,목재제작물","CNC,선반밀링",상점,,NA,NA,NA
661,열린금속,열린금속,,2275-1484,중구,창경궁로5길 18,"금속 인테리어, 행거제작, 진열대 제작, 인테리어 집기 제작","인테리어집기,철구조물",,상점,,NA,NA,NA
662,금속마을,금속마을,,2267-5366,중구,창경궁로5길 120,"행거주문제작, 철단조물제작, 철구조물제작, 핸드레일제작, 알곤특수용접, 현장시공",행거,아르곤 용접,상점,,NA,NA,NA
664,광남철강,광남철강,,"267-4334, 269-9582",중구,창경궁로5길 28,"SK-5연마봉, 쾌삭강S4C, 미환봉, 미육각, 미사각, 탄소강, 완전자동 절단톱","연마봉,마환봉,마육각(미육각),마사각(미사각),탄소강",,상점,,NA,NA,NA
665,미주금속,미주금속,,2291-1282,중구,창경궁로5길 28,"알곤용접, 행거제작, 철구조물제작, 간판후레임제작, 매장집기제작","행거,철구조물,간판,매장집기",아르곤 용접,상점,,NA,NA,NA
666,근화금속,근화금속,,2275-8899,중구,창경궁로5길 28-1,"절단, 절곡, V컷팅, 로라가공, 각종 철재류, 알곤용접, 간판제작, 철구조물 제작","간판,철구조물","절단,절곡",상점,,NA,NA,NA
667,삼양볼트,삼양볼트,,2273-8080,중구,창경궁로5길 30,"조명부속, 인테리어다보, 자동로구로, CNC, 프레스제품, LED스테드, 공장직영 주문생산, LED 조명 PCB 설계 제조","조명부속,LED,LED조명,PCB","CNC,회로설계",상점,,NA,NA,NA
668,영광공업사,영광공업사,,2277-7659,중구,창경궁로5길 30,"프레스가공, 금형제작",금속제작물,"프레스,금형",상점,,NA,NA,NA
669,명성절단,명성절단,,"2268-1882, 010-3721-1882",중구,창경궁로5길 30,"각종비철절단, 절단, 절곡, 프레스금형가공","금속제작물,비금속제작물","절단,절곡,금형",상점,,NA,NA,NA
670,경진금속,경진금속,,2267-7344,중구,창경궁로5길 30,"철구조물(신주, 스텐, 기타가공), 학생작품, 각종행거제작","철구조물,신주,스테인리스,행거",,상점,,NA,NA,NA
671,성광파이프,성광파이프,,2263-2821~2,중구,창경궁로5길 32,"구조관, 수도관, 인발관, 각종 파이프","구조관,수도관,인발관,파이프",,상점,,NA,NA,NA
672,청화금속,청화금속,,2279-2303,중구,창경궁로5길 38,"철, 스텐레스, 신주 구,반구, 용접, 금형, 프레스가공","스테인리스,신주,렌치(하이드로렌치),볼트,특수볼트","금형,프레스,용접",상점,,NA,NA,NA
673,한라금속,한라금속,,010-6263-8316,중구,을지로19길 34-2,시보리가공,시보리,,상점,,NA,NA,NA
674,제일상사,제일상사,,2265-5412,,,전기모터 판매,전기모터,,상점,,NA,NA,NA
675,이화공사,이화공사,,2275-7678,중구,청계천로 166-6,"기아펌프, 진공펌프, 빠우모타, 선반가공, 특수펌프 제작판매","펌프,기어펌프(기아펌프),진공펌프,특수펌프,모터",,상점,,NA,NA,NA
676,양일공사,양일공사,,"2269-8679, 2267-7796, 010-6207-8679",중구,청계천로 166-8,"에어콤프레셔, 에어탱크, 모타","에어컴프레셔,모터",,상점,,NA,NA,NA
677,한국인테리어,한국인테리어,,"2279-5857, 010-6343-1054",중구,을지로 148,"선반밀링, 알곤용접, 행거집기, 학생작품, 인테리어작품","행거,인테리어집기","선반밀링,아르곤 용접",상점,,NA,NA,NA
678,한도공업사,한도공업사,,"2267-9408, 010-5301-2023",중구,청계천로 166-14,"시보리전문, 특수가공, 시보리 금형, 프레스 금형, 스텐, 철, 동, 신주, 알미늄, 각종캡, 전주밴드","시보리,신주,알루미늄,스테인리스,철물",금형,상점,,NA,NA,NA
679,문경시보리,문경시보리,,"2263-9596, 010-5271-1552",중구,창경궁로 166-14,"시보리 가공, 특수조명, 일반조명","시보리,조명,특수조명",,상점,,NA,NA,NA
680,남승정밀,남승정밀,,"2273-0868, 010-2380-0868",중구,창경궁로5길 34-26,"선반 밀링 가공, 각종기계제작",금속제작물,선반밀링,상점,,NA,NA,NA
681,대봉정밀,대봉정밀,,"2276-1559, 010-5327-8419",중구,을지로19길 24-7,"각종 부품 일체, CNC가공, 로구로",금속제작물,CNC,상점,,NA,NA,NA
682,금강정밀,금강정밀,,2279-0968,중구,을지로19길 28,"스쿠류캠, 랙크기어, 선반, 밀링, 특수가공",기어,선반밀링,상점,,NA,NA,NA
683,우주정밀,우주정밀,,"2268-6862, 010-3749-6862",중구,을지로19길 24-4,"선반 가공, 밀링 가공, 부품 가공, 수리 및 제작",금속제작물,선반밀링,상점,,NA,NA,NA
684,윤아테크,윤아테크,,010-9992-6352,중구,을지로19길 24-6,"부품제작, NC밀링, 선반가공",금속제작물,선반밀링,상점,,NA,NA,NA
685,광일정밀,광일정밀,,010-5396-5877,중구,창경궁로5길 34-16,"기계제작, 선반 밀링, 학생작품",금속제작물,선반밀링,상점,,NA,NA,NA
686,기영사,기영사,,2269-1979,중구,을지로19길 24-6,"프레스 가공, 금형, 조명부속",조명부품,"프레스,금형",상점,,NA,NA,NA
687,기정사,기정사,,"2279-2820, 2277-0436",중구,창경궁로5길 34-16,"조명부품 전문, 금형제작, 프레스가공",조명부품,,상점,,NA,NA,NA
688,대일정밀,대일정밀,,,중구,창경궁로5길 34-23,"로구로, 벤치레스, 선반, 밀링, 연마, 가공","금속제작물,목재제작물",선반밀링,상점,,NA,NA,NA
689,성광정밀,성광정밀,,2265-5402,중구,창경궁로5길 34-22,"선반, 밀링, 금형 제작",금속제작물,"선반밀링,금형",상점,,NA,NA,NA
690,신용기계,신용기계,,2271-1606,중구,창경궁로5길 34-22,"각종 기계 제작, 알곤용접, 구조물제작",금속제작물,아르곤 용접,상점,,NA,NA,NA
691,동산정밀,동산정밀,,"2267-6688, 010-5313-9988",중구,창경궁로5길 34-16,"프레스 가공, 선반 밀링",금속제작물,"프레스,선반밀링",상점,,NA,NA,NA
693,미래정밀,미래정밀,,"2269-3571, 010-3739-3572",중구,창경궁로5길 34-14,"선반 가공, 밀링 가공, CNC 가공",금속제작물,"선반밀링,CNC",상점,,NA,NA,NA
694,믿음정밀,믿음정밀,,010-6236-3523,중구,창경궁로5길 34-21,"선반 가공, 밀링 가공, 각종기계제작, 인테리어",금속제작물,선반밀링,상점,,NA,NA,NA
696,대광정밀,대광정밀,,"2278-7320, 010-5279-5904",중구,창경궁로5길 34,"금형전문, 선반가공, 밀링가공, 프레스가공(제 2공장)",금속제작물,"금형,선반밀링,프레스",상점,,NA,NA,NA
697,호성금속,호성금속,,010-8730-2625,중구,창경궁로5길 34-8,"인테리어 제품, 주문제작, 학생작품, 알곤용접, 행거/집기, 테이블제작","행거,인테리어집기",아르곤 용접,상점,,NA,NA,NA
698,원테크,원테크,,2279-8552,중구,창경궁로5길 34-7,"선반, 밀링 가공, 기계제작, 진공관련 부품",진공부품,선반밀링,상점,,NA,NA,NA
700,정도산업,정도산업,,010-8003-0836,중구,창경궁로5길 34-6,"로구로, 부품제작 전문",부품,,상점,,NA,NA,NA
701,협성정밀,협성정밀,,2272-8782,중구,창경궁로5길 34-3,,금속제작물,,상점,,NA,NA,NA
702,이한정밀,이한정밀,,2263-7033,중구,창경궁로5길 34-21,"특수기계제작, 선반, 밀링 가공",금속제작물,선반밀링,상점,,NA,NA,NA
703,금성공업,금성공업,,"2265-2210, 010-3320-2210",중구,창경궁로5길 36,"선반, 밀링, 인테리어 부품 가공",인테리어부품,선반밀링,상점,,NA,NA,NA
704,우경명판,우경명판,,2278-9691,중구,창경궁로5다길 36-1,"금형제작, 프레스가공, 부식, 실크, 옵셋, 각종명판인쇄",명판,"금형,프레스,부식,인쇄",상점,,NA,NA,NA
705,원옥철강상사,원옥철강상사,,"2275-0555, 2267-7732, 2267-7733",중구,청계천로 170-1,"마환봉, S45C환봉, 마사각, 마육각","마사각(미사각),마육각(미육각),마환봉,S45C환봉",,상점,,NA,NA,NA
707,유일금속,유일금속,,"2278-5055, 2278-5056",중구,을지로17길 18-1,"동부스바, 선, 판, 봉, 각종 티미날, 크람프, 단자, 스리브류, 피뢰침, 이스붕, 접지 자재 전문","동버스바(동부스바),클램프(크람프),피뢰침,접지자재",,상점,,NA,NA,NA
709,금화볼트,금화볼트,,2279-4594~5,중구,창경궁로5가길 85,"각종 볼트, 너트 주문 제작","볼트,너트",,상점,,NA,NA,NA
710,덕진스프링,덕진스프링,,2279-2457,중구,창경궁로5다길 28,"프레스 가공, 각종 스프링 제작, CNC 가공",스프링,"프레스,CNC",상점,,NA,NA,NA
